isFall,AccX(g)1,ΔAccX1,AccY(g)1,ΔAccY1,AccZ(g)1,ΔAccZ1,GyrX(d/s)1,ΔGyrX1,GyrY(d/s)1,ΔGyrY1,GyrZ(d/s)1,ΔGyrZ1,AccX(g)2,ΔAccX2,AccY(g)2,ΔAccY2,AccZ(g)2,ΔAccZ2,GyrX(d/s)2,ΔGyrX2,GyrY(d/s)2,ΔGyrY2,GyrZ(d/s)2,ΔGyrZ2,AccX(g)3,ΔAccX3,AccY(g)3,ΔAccY3,AccZ(g)3,ΔAccZ3,GyrX(d/s)3,ΔGyrX3,GyrY(d/s)3,ΔGyrY3,GyrZ(d/s)3,ΔGyrZ3,AccX(g)4,ΔAccX4,AccY(g)4,ΔAccY4,AccZ(g)4,ΔAccZ4,GyrX(d/s)4,ΔGyrX4,GyrY(d/s)4,ΔGyrY4,GyrZ(d/s)4,ΔGyrZ4,AccX(g)5,ΔAccX5,AccY(g)5,ΔAccY5,AccZ(g)5,ΔAccZ5,GyrX(d/s)5,ΔGyrX5,GyrY(d/s)5,ΔGyrY5,GyrZ(d/s)5,ΔGyrZ5
0,31.36,-6.0,31.48,11.0,31.87,11.0,3906.34,-16.0,3915.06,-57.0,28.05,-12.0,31.3,17.0,31.17,24.0,31.53,-11.0,3905.37,0.0,161.89,-29.0,29.39,22.0,31.45,-1.0,31.41,40.0,31.85,-45.0,3907.32,-32.0,81.52,-52.0,68.6,28.0,31.06,-12.0,31.02,-30.0,31.99,0.0,3905.37,16.0,75.61,80.0,36.16,-31.0,30.87,23.0,31.64,134.0,31.93,-31.0,3906.34,0.0,81.59,-72.0,3948.41,30.0
0,0.8,-7.0,31.31,6.0,0.05,44.0,3905.37,0.0,38.41,35.0,3991.65,-1.0,0.8,-8.0,31.24,-95.0,31.77,40.0,3903.41,0.0,10.61,-54.0,3995.98,-25.0,0.83,0.0,31.29,-25.0,0.05,21.0,3905.37,-32.0,3906.1,37.0,3.6,-11.0,0.7,-23.0,31.43,-2.0,0.08,-2.0,3904.39,0.0,3958.29,-5.0,3992.99,-2.0,0.76,3.0,31.51,-27.0,31.81,-168.0,3904.39,0.0,1.59,45.0,3986.52,51.0
1,31.87,0.0,31.03,-23.0,0.22,-15.0,3896.59,0.0,3946.83,-9.0,3966.16,-18.0,31.78,15.0,30.85,28.0,0.08,10.0,3893.66,32.0,3944.27,-18.0,3929.33,2.0,31.86,-16.0,30.91,-23.0,31.98,-30.0,3895.61,16.0,3877.44,13.0,3937.93,-6.0,31.96,9.0,31.15,12.0,31.82,9.0,3896.59,-16.0,3939.39,-5.0,3934.15,3.0,0.02,-1.0,31.09,-6.0,31.75,1.0,3895.61,-16.0,3947.8,1.0,3932.62,3.0
0,0.44,14.0,31.33,33.0,31.99,15.0,3903.41,16.0,36.83,-80.0,3954.21,7.0,0.53,-4.0,31.16,11.0,32.0,-10.0,3902.44,32.0,20.18,8.0,3964.27,2.0,0.56,4.0,31.12,-8.0,0.05,-6.0,3904.39,-32.0,44.45,10.0,3970.3,1.0,0.52,1.0,31.13,-5.0,0.2,25.0,3902.44,16.0,49.51,6.0,3974.94,-8.0,0.45,-14.0,31.22,9.0,0.32,22.0,3905.37,-48.0,153.6,27.0,3975.24,-11.0
0,31.09,6.0,31.25,46.0,31.36,3.0,3901.46,48.0,3867.62,-172.0,3994.21,-6.0,31.81,29.0,31.14,56.0,31.63,-52.0,3903.41,-16.0,9.27,28.0,3981.77,-13.0,0.02,-1.0,31.01,-32.0,31.35,20.0,3902.44,0.0,38.72,121.0,3995.79,-15.0,0.01,-15.0,31.23,58.0,31.31,-9.0,3902.44,0.0,10.98,-9.0,3995.73,-65530.0,0.41,32.0,31.31,27.0,30.85,-90.0,3902.44,0.0,35.06,18.0,9.76,26.0
1,31.67,-7.0,31.3,6.0,0.31,-24.0,3905.37,-32.0,3958.35,-33.0,3970.18,-1.0,31.66,-7.0,31.18,11.0,0.26,-18.0,3905.37,-16.0,3924.51,-24.0,3944.15,0.0,31.56,-18.0,30.96,21.0,0.13,-24.0,3904.39,0.0,3919.76,-9.0,3945.43,-1.0,31.54,-10.0,31.13,-23.0,31.94,-31.0,3904.39,16.0,3862.32,26.0,3924.33,-11.0,31.52,-1.0,31.54,3.0,31.89,-10.0,3905.37,0.0,3934.33,-76.0,3968.84,-2.0
0,0.74,-3.0,31.28,16.0,31.77,5.0,3905.37,0.0,88.41,-25.0,8.84,5.0,0.75,9.0,31.34,18.0,31.84,8.0,3905.37,32.0,3991.71,10.0,21.71,-12.0,0.75,15.0,31.35,-15.0,31.78,-2.0,3905.37,-16.0,11.28,8.0,7.87,-1.0,0.81,13.0,31.25,24.0,31.93,28.0,3904.39,0.0,63.17,55.0,1.89,-5.0,0.89,-25.0,31.42,8.0,0.12,58.0,3906.34,-16.0,87.5,9.0,3979.94,-13.0
0,0.62,8.0,31.52,-10.0,0.46,-5.0,3904.39,0.0,9.21,-11.0,3.72,4.0,0.62,9.0,31.46,-9.0,0.49,1.0,3904.39,32.0,3995.85,-65526.0,3991.34,2.0,0.59,6.0,31.5,15.0,0.54,15.0,3904.39,0.0,2.32,-13.0,3994.51,-2.0,0.63,7.0,31.45,3.0,0.5,-15.0,3904.39,32.0,3994.39,5.0,3994.94,4.0,0.62,-4.0,31.46,-10.0,0.5,4.0,3904.39,16.0,0.06,65529.0,0.49,-1.0
1,1.01,-5.0,31.81,11.0,31.93,20.0,3921.95,32.0,3994.33,6.0,0.85,4.0,1.0,13.0,31.81,-21.0,31.94,-10.0,3924.88,-16.0,3994.63,-5.0,1.46,-3.0,1.0,-8.0,31.8,-3.0,31.93,-2.0,3920.98,32.0,0.3,2.0,3995.12,0.0,1.0,4.0,31.8,-1.0,31.93,6.0,3921.95,16.0,3994.21,-1.0,3989.39,2.0,1.01,-7.0,31.81,-7.0,31.91,-20.0,3921.95,0.0,3995.67,0.0,3987.13,0.0
1,0.05,-13.0,31.61,-11.0,0.19,-1.0,3899.51,-16.0,3921.16,4.0,49.94,16.0,31.49,-33.0,31.49,-9.0,0.09,-15.0,3900.49,0.0,3947.87,16.0,113.6,10.0,30.08,-7.0,31.7,15.0,31.94,-39.0,3899.51,0.0,3834.33,-116.0,114.88,-16.0,30.78,5.0,31.58,255.0,31.98,-51.0,3901.46,-16.0,3606.83,53.0,3968.6,-27.0,30.76,17.0,31.58,30.0,31.51,10.0,3898.54,0.0,3918.54,-60.0,3914.76,-28.0
1,31.97,10.0,31.2,11.0,0.57,-17.0,3897.56,-32.0,3985.79,-9.0,3970.55,-2.0,0.1,5.0,31.26,-4.0,0.45,-3.0,3896.59,0.0,3935.18,-12.0,3967.5,2.0,0.13,10.0,31.12,-29.0,0.44,27.0,3897.56,-32.0,3955.0,-5.0,3977.62,-12.0,31.95,8.0,31.17,26.0,0.33,1.0,3896.59,0.0,15.12,-5.0,3970.67,8.0,31.87,-3.0,30.71,-14.0,0.44,-38.0,3895.61,32.0,3939.88,38.0,3972.93,3.0
1,0.1,-4.0,31.52,-13.0,0.52,16.0,3902.44,-32.0,3961.1,-12.0,0.49,-1.0,0.02,-16.0,31.37,-3.0,0.6,28.0,3902.44,0.0,3988.54,7.0,3968.66,1.0,31.89,-8.0,31.06,-26.0,0.73,31.0,3900.49,48.0,7.26,43.0,3964.7,-2.0,31.93,2.0,31.44,5.0,0.67,13.0,3901.46,32.0,3993.35,-25.0,3980.24,4.0,31.97,-3.0,31.26,11.0,0.6,-15.0,3901.46,16.0,3993.11,12.0,3989.88,4.0
1,0.98,13.0,31.75,2.0,31.97,-3.0,3909.27,0.0,3988.66,1.0,3993.78,-2.0,1.0,1.0,31.74,2.0,31.99,-65516.0,3911.22,-16.0,3993.17,-3.0,3991.46,1.0,0.99,8.0,31.75,-4.0,31.97,5.0,3908.29,32.0,3994.09,5.0,3989.15,4.0,1.02,-14.0,31.73,5.0,31.92,-5.0,3912.2,-32.0,3995.79,2.0,3991.28,-3.0,1.01,7.0,31.73,3.0,31.89,13.0,3912.2,-64.0,1.46,3.0,0.55,-2.0
1,31.94,11.0,30.91,198.0,0.39,37.0,3892.68,16.0,3975.91,56.0,2.93,-15.0,31.8,1.0,30.9,16.0,0.25,-13.0,3893.66,16.0,3965.12,23.0,3949.94,-5.0,31.85,2.0,31.05,-2.0,0.15,-15.0,3894.63,0.0,3945.49,-8.0,3933.66,-6.0,31.94,9.0,31.08,-8.0,0.02,-20.0,3891.71,64.0,3929.33,-2.0,3932.2,-1.0,0.08,-14.0,31.1,-9.0,31.88,-13.0,3893.66,-16.0,3904.15,6.0,3941.89,10.0
0,0.24,8.0,31.03,-12.0,31.87,-7.0,3901.46,16.0,108.29,18.0,0.43,0.0,0.25,-16.0,31.1,3.0,0.08,55.0,3904.39,-32.0,121.59,-8.0,3.54,-6.0,0.33,1.0,31.04,13.0,0.19,1.0,3903.41,-32.0,76.22,17.0,7.44,2.0,0.35,4.0,31.13,-4.0,0.2,-1.0,3901.46,32.0,15.49,-16.0,14.63,9.0,0.32,3.0,31.3,26.0,0.19,-12.0,3904.39,0.0,3935.49,-101.0,10.67,0.0
1,0.99,10.0,31.67,-3.0,0.0,65520.0,3926.83,0.0,1.1,1.0,8.11,0.0,0.97,5.0,31.66,0.0,0.02,-11.0,3927.8,-16.0,10.55,-10.0,8.17,1.0,0.94,4.0,31.6,-6.0,0.04,-28.0,3925.85,0.0,9.33,4.0,8.78,1.0,0.95,4.0,31.64,12.0,0.02,-23.0,3928.78,-48.0,12.74,0.0,14.94,7.0,0.96,-5.0,31.64,-5.0,0.05,6.0,3926.83,0.0,6.16,2.0,33.48,3.0
0,31.2,-4.0,31.42,6.0,0.17,-23.0,3905.37,-16.0,3937.2,-16.0,142.38,-23.0,30.9,-42.0,31.58,53.0,31.64,30.0,3906.34,0.0,60.85,15.0,135.18,-3.0,30.75,21.0,31.83,43.0,31.9,-7.0,3908.29,-32.0,137.99,-96.0,45.18,0.0,31.07,-10.0,31.93,-35.0,31.53,7.0,3906.34,32.0,19.82,-91.0,27.56,-13.0,31.06,9.0,31.61,-2.0,31.56,20.0,3906.34,-32.0,3921.95,103.0,3978.41,17.0
0,30.82,29.0,31.66,-6.0,31.66,-51.0,3902.44,32.0,3862.38,-44.0,3894.88,-10.0,30.85,-5.0,31.62,-21.0,31.56,-22.0,3904.39,-32.0,3788.23,-2.0,3882.32,6.0,31.13,-1.0,31.53,-3.0,31.89,0.0,3904.39,0.0,3876.16,51.0,3930.12,14.0,31.14,14.0,31.79,29.0,0.01,-12.0,3904.39,-16.0,3972.68,-29.0,3941.16,-22.0,31.22,-2.0,31.63,-35.0,0.08,35.0,3903.41,32.0,3837.32,13.0,3915.79,-3.0
0,31.77,10.0,31.28,28.0,0.24,6.0,3902.44,-16.0,3968.54,-37.0,171.83,18.0,31.93,-36.0,31.49,12.0,0.5,27.0,3899.51,0.0,3961.4,25.0,192.62,-18.0,31.22,-35.0,31.16,-54.0,0.54,6.0,3903.41,-32.0,3938.35,16.0,63.29,-57.0,31.28,-23.0,31.24,-40.0,0.4,-16.0,3899.51,32.0,3844.7,-1.0,3942.01,-15.0,31.25,-82.0,31.05,-74.0,0.27,14.0,3902.44,0.0,3928.17,-37.0,3932.99,-9.0
1,31.97,-2.0,31.32,1.0,0.56,1.0,3903.41,32.0,15.12,15.0,3993.35,20.0,0.02,8.0,31.6,-4.0,0.43,15.0,3905.37,-16.0,3968.35,-63.0,3986.34,2.0,0.04,-13.0,30.99,-2.0,0.58,5.0,3904.39,32.0,3982.56,25.0,3989.94,1.0,0.02,7.0,31.31,3.0,0.54,1.0,3903.41,64.0,3960.79,-9.0,8.17,12.0,0.01,3.0,31.38,18.0,0.49,-15.0,3905.37,16.0,3993.23,-1.0,34.76,5.0
0,0.6,-38.0,31.5,115.0,31.4,111.0,3902.44,16.0,357.99,-129.0,24.27,20.0,0.58,-4.0,31.5,-9.0,0.31,-11.0,3902.44,16.0,258.17,-145.0,71.65,-29.0,0.63,3.0,31.36,152.0,31.99,-28.0,3903.41,0.0,3959.7,-24.0,13.05,51.0,0.64,20.0,31.65,-11.0,31.98,17.0,3901.46,0.0,3879.94,-7.0,3963.41,18.0,0.97,78.0,30.45,22.0,31.05,-33.0,3903.41,16.0,148.54,58.0,3981.46,47.0
1,31.58,-12.0,31.6,-16.0,0.13,-26.0,3898.54,16.0,3884.21,0.0,45.43,8.0,30.97,-22.0,31.73,-1.0,31.98,6.0,3899.51,-32.0,3781.1,-73.0,59.94,-4.0,30.5,-22.0,31.42,-34.0,31.77,4.0,3900.49,-32.0,3629.76,84.0,3995.06,-40.0,30.75,25.0,31.6,64.0,31.68,1.0,3899.51,0.0,3980.3,-4.0,3944.94,15.0,31.3,1.0,31.88,9.0,31.71,2.0,3901.46,-48.0,3911.89,-51.0,3939.39,-4.0
0,0.07,3.0,30.98,34.0,31.65,-31.0,3903.41,0.0,30.24,-19.0,3990.79,27.0,31.85,9.0,31.03,-15.0,31.89,2.0,3903.41,16.0,3971.89,-11.0,3980.67,-11.0,0.21,-24.0,30.61,2.0,31.06,63.0,3904.39,32.0,54.02,94.0,42.87,42.0,31.9,2.0,30.99,-25.0,0.01,-15.0,3904.39,-32.0,3944.39,6.0,3986.22,-12.0,31.86,13.0,30.86,-29.0,31.95,-33.0,3905.37,0.0,54.15,63.0,3994.88,-65510.0
0,0.12,2.0,31.74,-6.0,31.03,-24.0,3901.46,0.0,3982.13,15.0,32.62,4.0,0.08,6.0,31.88,5.0,30.83,23.0,3902.44,-32.0,33.29,-2.0,38.6,-3.0,0.2,-1.0,31.86,42.0,30.88,0.0,3902.44,-32.0,31.16,-16.0,34.7,-1.0,0.17,-27.0,31.79,12.0,30.91,56.0,3900.49,0.0,3988.72,-18.0,45.3,4.0,0.15,19.0,31.75,-23.0,30.97,-43.0,3902.44,-16.0,3995.49,-17.0,30.85,-2.0
0,31.56,1.0,31.57,5.0,0.64,0.0,3905.37,-16.0,0.24,65530.0,2.62,-2.0,31.56,-13.0,31.57,-7.0,0.65,-19.0,3905.37,32.0,3993.78,-6.0,0.0,3.0,31.56,-9.0,31.54,-4.0,0.65,-1.0,3907.32,-16.0,3990.37,3.0,3993.17,2.0,31.55,-2.0,31.53,5.0,0.63,20.0,3907.32,0.0,3987.2,0.0,3988.72,1.0,31.58,-3.0,31.53,-2.0,0.64,-8.0,3907.32,-16.0,2.87,4.0,0.06,65530.0
0,31.47,-10.0,31.47,-4.0,0.14,27.0,3906.34,0.0,25.37,-105.0,29.94,-17.0,31.48,20.0,31.4,-104.0,31.94,-104.0,3904.39,32.0,3739.7,-132.0,16.95,14.0,31.42,-3.0,31.25,-14.0,31.5,-39.0,3906.34,-16.0,3795.55,49.0,31.65,12.0,31.4,21.0,31.27,81.0,31.39,1.0,3905.37,0.0,3974.02,26.0,28.9,6.0,31.27,-1.0,31.31,-1.0,31.5,-1.0,3905.37,32.0,137.68,-31.0,2.87,-9.0
0,31.54,-42.0,30.64,69.0,31.96,56.0,3902.44,-16.0,7.68,52.0,29.02,-5.0,31.81,33.0,30.94,20.0,31.82,10.0,3903.41,-32.0,17.87,36.0,3980.0,3.0,31.79,-16.0,30.93,11.0,31.77,7.0,3903.41,16.0,38.6,7.0,3990.85,-9.0,31.76,-4.0,30.94,23.0,31.8,-5.0,3901.46,48.0,23.17,22.0,3986.59,2.0,31.79,1.0,30.96,-4.0,31.74,5.0,3902.44,32.0,7.13,7.0,3988.9,11.0
1,31.87,-1.0,31.22,-22.0,0.34,16.0,3899.51,32.0,3964.51,-3.0,3947.74,-10.0,31.95,30.0,31.12,15.0,0.25,19.0,3901.46,0.0,3967.44,-19.0,3949.15,6.0,0.17,-18.0,30.92,-13.0,0.11,15.0,3900.49,-32.0,3946.95,-12.0,3979.09,7.0,0.08,10.0,31.08,14.0,0.08,-20.0,3900.49,-16.0,3985.06,-19.0,5.43,8.0,31.98,16.0,30.84,10.0,0.17,-19.0,3899.51,0.0,3926.22,21.0,36.52,8.0
0,0.58,6.0,31.22,-1.0,0.12,18.0,3903.41,32.0,79.7,-3.0,3986.22,-2.0,0.62,-3.0,31.29,16.0,0.24,-23.0,3905.37,0.0,64.7,3.0,3990.12,1.0,0.63,3.0,31.32,-9.0,0.31,-20.0,3903.41,0.0,35.85,10.0,3989.88,4.0,0.69,-1.0,31.44,-24.0,0.34,-11.0,3905.37,-32.0,51.1,-9.0,3989.57,-3.0,0.68,-5.0,31.44,-10.0,0.37,20.0,3905.37,-16.0,45.55,-12.0,3993.05,3.0
0,30.97,9.0,31.64,-8.0,31.85,20.0,3904.39,0.0,22.56,8.0,2.93,-5.0,31.07,18.0,31.73,-10.0,31.87,8.0,3902.44,0.0,4.63,-12.0,3991.22,-2.0,31.06,10.0,31.74,-23.0,31.87,-3.0,3904.39,16.0,3975.43,6.0,3990.85,8.0,31.04,9.0,31.75,-6.0,31.89,-5.0,3905.37,-32.0,3994.21,2.0,0.61,1.0,31.08,3.0,31.75,2.0,31.92,8.0,3905.37,-32.0,3989.39,-2.0,3995.67,-1.0
1,0.99,-3.0,31.74,0.0,31.89,-16.0,3915.12,0.0,3990.79,-2.0,3991.77,-2.0,1.02,4.0,31.74,10.0,31.87,-1.0,3911.22,32.0,3983.66,-3.0,3.29,0.0,0.96,1.0,31.72,-5.0,31.83,-3.0,3913.17,-32.0,3975.98,4.0,3995.91,-5.0,0.97,5.0,31.68,-19.0,31.81,-4.0,3913.17,0.0,3992.38,8.0,3983.23,-5.0,1.0,1.0,31.73,-1.0,31.82,10.0,3913.17,16.0,4.09,0.0,3979.76,2.0
1,31.9,1.0,31.14,-4.0,0.18,-1.0,3895.61,16.0,3950.18,-3.0,3979.94,-6.0,31.92,3.0,31.0,-16.0,0.1,-14.0,3896.59,0.0,3943.11,-7.0,3969.88,7.0,31.95,5.0,31.07,7.0,0.1,-3.0,3895.61,0.0,3977.68,7.0,3975.55,-1.0,0.08,-14.0,30.9,5.0,0.0,29.0,3894.63,32.0,3954.39,29.0,3981.95,1.0,0.05,12.0,31.08,4.0,0.05,4.0,3894.63,16.0,3994.09,-4.0,3989.27,-3.0
1,31.92,-6.0,31.28,2.0,0.42,14.0,3893.66,0.0,8.41,-10.0,3977.2,-14.0,31.97,13.0,31.15,-31.0,0.34,-7.0,3894.63,-32.0,3963.35,-11.0,3924.88,5.0,0.01,14.0,31.18,9.0,0.34,11.0,3893.66,0.0,3945.79,-18.0,3926.77,-15.0,0.12,7.0,31.03,6.0,0.09,-7.0,3894.63,-32.0,3899.63,3.0,3921.34,2.0,0.18,-12.0,30.96,-2.0,31.94,9.0,3894.63,16.0,3917.8,-19.0,3952.93,9.0
0,31.63,-10.0,31.35,-22.0,0.25,11.0,3904.39,-32.0,3960.06,28.0,3975.73,-4.0,31.63,-28.0,30.77,-10.0,0.89,13.0,3902.44,-16.0,3973.78,64.0,3957.44,-13.0,31.67,-2.0,30.88,-10.0,0.63,-14.0,3903.41,0.0,14.09,-16.0,3887.2,-9.0,31.67,7.0,31.01,-2.0,0.24,-19.0,3903.41,16.0,4.94,-28.0,3880.61,6.0,31.76,8.0,31.15,-14.0,31.98,26.0,3901.46,16.0,3916.34,-52.0,3947.56,16.0
1,31.91,15.0,31.21,-34.0,0.63,-29.0,3902.44,0.0,3955.85,24.0,3975.3,-9.0,31.94,-2.0,31.24,-1.0,0.55,-14.0,3902.44,16.0,3982.2,8.0,3970.12,4.0,31.9,4.0,31.26,-5.0,0.54,-14.0,3903.41,16.0,3983.23,-5.0,3968.54,-3.0,31.87,14.0,31.04,-28.0,0.54,37.0,3903.41,0.0,3941.46,8.0,3949.45,-8.0,31.92,7.0,31.34,4.0,0.41,22.0,3903.41,16.0,3945.79,0.0,3967.74,13.0
1,31.58,12.0,31.13,6.0,0.16,28.0,3907.32,-48.0,3964.82,54.0,3850.55,-6.0,31.41,10.0,31.17,-12.0,0.15,2.0,3905.37,-32.0,3937.68,14.0,3856.77,7.0,31.07,0.0,31.25,2.0,31.97,-22.0,3904.39,0.0,3850.61,-36.0,3930.0,16.0,30.92,-3.0,31.34,23.0,31.97,12.0,3904.39,0.0,19.82,-5.0,2.99,19.0,31.2,-13.0,31.56,-16.0,0.12,29.0,3904.39,16.0,148.9,76.0,34.82,1.0
0,31.68,39.0,30.97,52.0,31.39,6.0,3900.49,0.0,3978.35,34.0,3993.05,26.0,31.45,-23.0,30.96,14.0,31.56,-11.0,3901.46,0.0,19.21,4.0,32.93,-5.0,31.62,29.0,31.09,9.0,31.53,-2.0,3903.41,-32.0,3988.6,-30.0,15.85,3.0,31.67,16.0,31.21,19.0,31.51,-35.0,3899.51,32.0,3938.17,-40.0,7.2,10.0,31.79,6.0,31.24,40.0,31.35,-46.0,3903.41,-16.0,3887.68,-57.0,3986.46,-1.0
1,0.97,-5.0,31.7,14.0,0.06,7.0,3924.88,-16.0,3985.06,-2.0,7.2,-14.0,0.96,-6.0,31.67,-5.0,0.04,-10.0,3926.83,-32.0,3990.0,0.0,3988.29,-8.0,0.92,-4.0,31.71,-33.0,0.03,-7.0,3923.9,32.0,3982.62,-3.0,3992.74,-12.0,0.99,-7.0,31.66,-4.0,31.97,19.0,3924.88,16.0,3994.21,2.0,3975.85,-6.0,1.01,12.0,31.7,-7.0,31.9,34.0,3924.88,0.0,11.4,-1.0,3988.54,-7.0
1,0.09,-11.0,31.67,-8.0,0.2,18.0,3899.51,-32.0,3900.61,-38.0,3928.23,-9.0,31.65,-9.0,31.24,2.0,31.95,-27.0,3897.56,-16.0,3864.57,25.0,3858.84,-26.0,31.06,-30.0,31.05,19.0,31.63,-24.0,3898.54,0.0,3830.24,10.0,3799.82,-9.0,30.34,-33.0,31.53,7.0,30.91,-69.0,3898.54,-16.0,3552.07,-131.0,3823.11,15.0,30.97,54.0,31.74,16.0,31.6,9.0,3898.54,-16.0,102.26,96.0,3884.82,35.0
1,31.68,-15.0,31.73,-18.0,0.3,-12.0,3899.51,-16.0,3893.96,-31.0,3956.16,-16.0,31.32,-14.0,31.71,-9.0,31.98,15.0,3896.59,64.0,3813.11,-40.0,3936.52,28.0,30.06,16.0,31.32,-9.0,31.46,1.0,3899.51,0.0,3439.21,-133.0,3930.24,-43.0,30.85,-30.0,31.39,32.0,31.77,-10.0,3899.51,-16.0,3849.27,154.0,3898.23,23.0,31.18,5.0,31.51,31.0,31.5,-14.0,3898.54,0.0,79.7,-36.0,3945.61,18.0
1,31.96,3.0,31.53,-59.0,0.42,6.0,3903.41,16.0,3907.07,9.0,37.13,2.0,31.81,-17.0,31.68,-1.0,0.33,-3.0,3902.44,0.0,3957.8,-25.0,92.56,12.0,31.25,-12.0,31.7,-35.0,0.13,-36.0,3904.39,0.0,3891.95,-50.0,116.28,13.0,30.28,-1.0,31.37,-15.0,31.94,8.0,3903.41,-32.0,3684.33,-21.0,81.1,-35.0,30.86,30.0,31.53,14.0,31.95,14.0,3903.41,0.0,3893.72,70.0,3966.22,-12.0
1,0.79,-5.0,31.64,16.0,0.16,33.0,3931.71,-32.0,23.84,2.0,90.49,8.0,0.74,-8.0,31.56,14.0,0.28,14.0,3930.73,-16.0,31.4,-2.0,95.98,-5.0,0.54,15.0,31.71,-52.0,0.4,5.0,3931.71,-48.0,56.89,4.0,127.62,2.0,0.19,-45.0,31.73,35.0,0.61,-10.0,3931.71,0.0,76.04,-11.0,133.84,-12.0,31.86,-105.0,31.38,59.0,0.85,67.0,3929.76,16.0,158.35,136.0,159.63,27.0
1,0.97,-5.0,31.7,14.0,0.06,7.0,3924.88,-16.0,3985.06,-2.0,7.2,-14.0,0.96,-6.0,31.67,-5.0,0.04,-10.0,3926.83,-32.0,3990.0,0.0,3988.29,-8.0,0.92,-4.0,31.71,-33.0,0.03,-7.0,3923.9,32.0,3982.62,-3.0,3992.74,-12.0,0.99,-7.0,31.66,-4.0,31.97,19.0,3924.88,16.0,3994.21,2.0,3975.85,-6.0,1.01,12.0,31.7,-7.0,31.9,34.0,3924.88,0.0,11.4,-1.0,3988.54,-7.0
0,31.78,12.0,31.29,-4.0,0.6,-2.0,3903.41,16.0,3990.79,1.0,3984.33,-6.0,31.81,13.0,31.16,-24.0,0.43,-61.0,3905.37,-16.0,3905.98,30.0,3979.94,22.0,0.02,6.0,31.21,-4.0,0.45,-7.0,3904.39,-32.0,3903.35,-53.0,3970.18,1.0,0.06,12.0,31.06,4.0,0.3,-14.0,3902.44,32.0,3876.83,25.0,3964.39,7.0,0.04,1.0,31.37,-17.0,31.95,-25.0,3902.44,16.0,3834.39,-24.0,3987.93,16.0
1,31.58,12.0,31.13,6.0,0.16,28.0,3907.32,-48.0,3964.82,54.0,3850.55,-6.0,31.41,10.0,31.17,-12.0,0.15,2.0,3905.37,-32.0,3937.68,14.0,3856.77,7.0,31.07,0.0,31.25,2.0,31.97,-22.0,3904.39,0.0,3850.61,-36.0,3930.0,16.0,30.92,-3.0,31.34,23.0,31.97,12.0,3904.39,0.0,19.82,-5.0,2.99,19.0,31.2,-13.0,31.56,-16.0,0.12,29.0,3904.39,16.0,148.9,76.0,34.82,1.0
1,31.94,11.0,30.91,198.0,0.39,37.0,3892.68,16.0,3975.91,56.0,2.93,-15.0,31.8,1.0,30.9,16.0,0.25,-13.0,3893.66,16.0,3965.12,23.0,3949.94,-5.0,31.85,2.0,31.05,-2.0,0.15,-15.0,3894.63,0.0,3945.49,-8.0,3933.66,-6.0,31.94,9.0,31.08,-8.0,0.02,-20.0,3891.71,64.0,3929.33,-2.0,3932.2,-1.0,0.08,-14.0,31.1,-9.0,31.88,-13.0,3893.66,-16.0,3904.15,6.0,3941.89,10.0
0,31.67,-20.0,30.93,46.0,31.94,40.0,3906.34,-32.0,113.72,65.0,62.2,-1.0,31.7,-15.0,31.09,36.0,0.21,51.0,3907.32,-48.0,67.8,-6.0,50.91,-7.0,31.44,22.0,31.29,37.0,0.43,-7.0,3906.34,-32.0,112.5,-7.0,5.3,-21.0,31.57,17.0,31.3,39.0,0.42,-4.0,3903.41,48.0,53.29,53.0,3988.66,7.0,31.49,-8.0,31.35,24.0,0.56,-14.0,3903.41,32.0,25.55,-20.0,17.68,-12.0
0,31.06,2.0,31.6,4.0,0.05,-16.0,3904.39,0.0,3893.11,-11.0,3937.32,-4.0,31.23,13.0,31.37,-1.0,0.19,-6.0,3902.44,16.0,3921.28,24.0,3935.43,-5.0,31.34,-8.0,31.24,-18.0,0.23,30.0,3903.41,0.0,3935.79,7.0,3926.34,0.0,31.45,8.0,31.16,-2.0,0.2,8.0,3901.46,32.0,3952.13,-3.0,3934.27,3.0,31.5,12.0,30.93,-47.0,0.01,11.0,3903.41,-16.0,3905.98,37.0,3957.01,10.0
1,0.91,0.0,31.52,12.0,0.01,65514.0,3905.37,0.0,3990.49,1.0,3990.0,-3.0,0.9,-19.0,31.47,-10.0,31.99,-65518.0,3905.37,16.0,3987.99,-2.0,3990.91,-4.0,0.91,12.0,31.47,20.0,31.95,-81.0,3907.32,-16.0,3971.04,3.0,3995.98,-65518.0,0.74,-24.0,31.04,18.0,31.84,218.0,3906.34,0.0,3953.23,42.0,18.66,-29.0,0.8,10.0,31.44,12.0,31.91,-5.0,3906.34,0.0,3978.72,-3.0,4.15,2.0
0,31.47,-1.0,31.81,-23.0,31.73,6.0,3905.37,0.0,3978.35,-118.0,3940.67,8.0,31.42,-1.0,30.99,-27.0,31.62,-13.0,3907.32,0.0,3663.54,162.0,3960.55,39.0,31.14,17.0,31.7,38.0,31.2,10.0,3907.32,0.0,3898.35,53.0,34.82,10.0,31.07,32.0,31.96,8.0,31.28,-21.0,3907.32,0.0,3880.55,-16.0,48.84,9.0,31.12,-52.0,0.09,-13.0,31.06,6.0,3906.34,0.0,3932.26,47.0,54.51,13.0
